CID,Topic/s,Product name,Sub-Topic/s,Impact Value,Published Date,Platform Type,Like Count,Share Count,Comment Count,View Count,Alexa Rank,Virality Score,Virality Category,Countries,Languages,Sentiments,Sentiment Type,Author Id,Author Name,Author Gender,Author Image Url,Followers,Following,Post Type,Mentions,Hashtags,Post Url,Publications,Post Id,Title,Post Data,,Parent Post Id,Parent Post Url,Handler Name,Media Type,Source Type,Source Name,Media Url,Post Lat,Post Lon,Last Engagement Update Time,Content URL
043f724dc6df61db30ee0f521deb8a1f21f248a7,"Datapull,Generic Skincare,SKII & Competitor Themes,SKII & Competitor Themes,JP FTE Landscape",IPSA Time Reset Aqua,"Generic Skin Care 2,Generic Skincare,Age To Use Product,Trial & Purchase Intent - TW,IPSA Time Reset Aqua",0,2020-12-31 14:46 SGT,twitter,0,0,0,0,0,0,Not Viral,Japan,Japanese,POSITIVE,System Sentiment,148328475,ミユキ✞,unknown,https://pbs.twimg.com/profile_images/1338826654240501761/BWRbyO13_normal.jpg,459,260,Post,,,http://twitter.com/missmykcb/statuses/1344535495724781568,,1344535495724781568,,2020年買って良かったコスメ。M•A•C BASIC BITCHLime Crime PRELUDE chromaIPSA ザ タイムR アクアNYX Professional Makeup ジャンボアイペンシル 08ZEESEA×大英博物館 ホルスの目 https://t.co/InCjAUt5FF,It was good to buy 2020 years. M • A • C BASIC BITCHLIME CRIME PRELUDE CHROMAIPSA The Time R Aqua NYX Professional Makeup Jumbo Ipencil 08Zeesea × British Museum Hols Eyes https://t.co/incjaut5ff,,,missmykcb,TEXT,Earned,Missmykcb,,,,2020-12-31 15:45 SGT,
151d732e84efc83814c1d684f3ee1e29f3d598df,"SKII & Competitor Themes,SKII & Competitor Themes,JP FTE Landscape",IPSA Time Reset Aqua,"Trial & purchase intent,Trial & Purchase Intent - TW,IPSA Time Reset Aqua",0,2020-12-31 14:35 SGT,rating_review,0,0,0,0,8869,0,Not Viral,Japan,Japanese,POSITIVE,System Sentiment,,annninn*♪,unknown,,,,Comment,,,https://www.cosme.net/product/product_id/10079040/review/509170879,,e4635727383200af231484a6be5ff1eddc327388,,評判良かったので買ってみました。普通に良いです。まだ使い始めて数日なので後日またレビューしたいと思います,"I bought it because it was good reputation. It is normal. I still want to use it for a few days, so I would like to review again later",df137cb9148542b1df9f9ed02156401689bd749d,https://www.cosme.net/product/product_id/10079040/reviews,https://www.cosme.net/item/item_id/802/reviews/page/5,TEXT,Earned,Cosme,,,,2020-12-31 19:47 SGT,
6a54a78aa5e8a5463f12184091df17162bff3d33,"Datapull,Datapull,Datapull,SKII & Competitor Themes,Competitors,SKII & Competitor Themes,SKII & Competitor Themes,SKII & Competitor Themes,JP FTE Landscape",IPSA Time Reset Aqua,"IPSA,Ipsa JP,IPSA - 1,Pricing & Value,IPSA,Trial & purchase intent,Product Efficacy 2,Trial & Purchase Intent - TW,IPSA Time Reset Aqua",0,2020-12-31 11:09 SGT,twitter,0,0,0,0,0,51.368,Not Viral,Japan,Japanese,POSITIVE,System Sentiment,84391567,ぺぺぺ💜新刊通販中,unknown,https://pbs.twimg.com/profile_images/1319643005595254784/6Duulu1X_normal.jpg,74,126,Post,,#マシュマロを投げ合おう,http://twitter.com/popycock13/statuses/1344480663710306305,,1344480663710306305,今年買ってよかったものはイプサの化粧水（ザ・タイムR アクア）おすすめの映画は『ショーシャンクの空に』、来年の抱負は減量です！！！ᕦ(ò_óˇ)ᕤ 来年もぺぺぺさんのご活躍をお祈りしています❤️ | マシュマロ,わーい３つ全部回答ありがとうございます〜！ショーシャンク私も大好きですとも…握手…！イプサの化粧水めっちゃ評価高いですね…！とりあえずユースキン塗ってる女なんですけど、やはりもういいオトナなので→#マシュマロを投げ合おうhttps://t.co/sp0tBjBdYZ https://t.co/jWxUR58Bwg,"Thank you for all three answers ~! Show Shank I also love ... Handshake ...! Ipusa's makeup water is highly evaluated ...! For the time being, it is a woman who is goody, but it is still good Otona → # # Throw marshmallow https://ttps://tbjbdyz https://t.co/jwxur58bwg",,,popycock13,IMAGE,Earned,Popycock13,,,,2020-12-31 18:37 SGT,https://marshmallow-qa.com/messages/77e4e7a6-af47-4a80-81ba-54571ecfdccc?utm_medium=twitter&utm_source=answer
38daecb396ec053d118f69d12af7459f41c6c96f,"Datapull,Datapull,Datapull,Competitors,SKII & Competitor Themes,JP FTE Landscape",IPSA Time Reset Aqua,"IPSA,Ipsa JP,IPSA - 1,IPSA,Trial & purchase intent,IPSA Time Reset Aqua",0,2020-12-31 10:23 SGT,twitter,0,0,0,0,0,38.088,Not Viral,Japan,Japanese,POSITIVE,System Sentiment,1166641537507188736,しゃぽ,unknown,https://pbs.twimg.com/profile_images/1317647523633270784/0uppl-EF_normal.jpg,366,279,Comment,,,http://twitter.com/syapoyade/statuses/1344469210789859328,,1344469210789859328,ザ・タイムR アクア,15 IPSA ザ・タイムR アクア言わずもがなの人気化粧水これもほんまスーーーっと入って潤いまくるしバシャバシャ使っても結構入ってるから良い。でも今はAYURAに変えちゃった👼🏻ipsa.co.jp/43252.html?lan…,15 IPSA The Time R Aqua Aqua Nana's Popular Loss Motivation This is also good to get in and wet and moist and use Basabasha. But now I changed it to Ayura 👼🏻ipsa.co.jp / 43252.html? LAN ...,1344467737800712198,http://twitter.com/syapoyade/statuses/1344467737800712198,syapoyade,TEXT,Earned,Syapoyade,,,,2020-12-31 10:36 SGT,https://www.ipsa.co.jp/43252.html?lang=ja
0ef0c6e5fe35b8b76ba509996aa6c9b8fcecf983,"Datapull,Datapull,Datapull,Generic Skincare,Generic Skincare,Datapull,Competitors,Datapull,Datapull,Datapull,Datapull,Datapull,SKII & Competitor Themes,SKII & Competitor Themes,JP FTE Landscape",IPSA Time Reset Aqua,"IPSA,Ipsa JP,IPSA - 1,Generic Skincare -JP,Generic Skincare,Generic Skin Care 5,IPSA,Generic Skincare -JP 3,Generic Skincare -JP 3 New,Generic Skincare -JP 11,Generic Skincare -JP 11 _New,Generic Skincare -JP 10,Product Efficacy 1,Trial & purchase intent,IPSA Time Reset Aqua",0,2020-12-31 08:48 SGT,twitter,0,0,0,0,0,0,Not Viral,Japan,Japanese,NEUTRAL,System Sentiment,1322133194884313088,スキンケアおすすめ情報,unknown,https://pbs.twimg.com/profile_images/1324379479435669504/Kl2rcs4k_normal.jpg,10,,Post,,,http://twitter.com/skincareitem/statuses/1344445371930599426,,1344445371930599426,イプサ(IPSA) ザ・タイムR アクア＜医薬部外品＞,12月31日のAmazonスキンケアの人気ギフトランキング2位!イプサ(IPSA) ザ・タイムR アクア＜医薬部外品＞amazon.co.jp/o/ASIN/B00N0JK…,Popular Gift Ranking of Amazon Skin Care on December 31!,,,skincareitem,TEXT,Earned,Skincareitem,,,,2020-12-31 08:49 SGT,https://www.amazon.co.jp/o/ASIN/B00N0JKYZE/publishceo-22
8e7c2f83b4f9a318159bd6f03ca0c205c29905a4,JP FTE Landscape,IPSA Time Reset Aqua,IPSA Time Reset Aqua,0,2020-12-31 06:51 SGT,rating_review,0,0,0,0,8869,0,Not Viral,Japan,Japanese,POSITIVE,System Sentiment,,lara.chan,unknown,,,,Comment,,,https://www.cosme.net/product/product_id/10079040/review/509170056,,f5ccd1bffa157f8da1971290d0b69bfc6c16e140,,肌をうるおいで満たし、様々なトラブルを防ぐ薬用化粧水。口コミで評判が良く、様々なランキングでもいつも上位。気にはなっていたものの、使ったことが無かったのですが、マスクと乾…,"Maternal lotion that meets the skin with moisture and prevents various problems. Good reputation in terms of word of mouth, and always the top ranking. Although I was worried, I had never used it, but my mask and dry ...",df137cb9148542b1df9f9ed02156401689bd749d,https://www.cosme.net/product/product_id/10079040/reviews,https://www.cosme.net/item/item_id/913/reviews,TEXT,Earned,Cosme,,,,2020-12-31 13:44 SGT,
638c1e9a3a54cc3d0be3ea4214de2e0c050d00f2,"SKII & Competitor Themes,JP FTE Landscape",IPSA Time Reset Aqua,"Trial & purchase intent,IPSA Time Reset Aqua",0,2020-12-31 00:42 SGT,rating_review,0,0,0,0,8869,0,Not Viral,Japan,Japanese,POSITIVE,System Sentiment,,あんり9,unknown,,,,Comment,,,https://www.cosme.net/product/product_id/10079040/review/509169774,,1651cdef8f711b023d56530908e306b4e8c40bb3,,初めての購入です。クチコミを見て気になり購入しました。今の所は肌にあっていると思います。,It is the first purchase. I was worried about watching the review and I bought it. I think this place is on the skin.,df137cb9148542b1df9f9ed02156401689bd749d,https://www.cosme.net/product/product_id/10079040/reviews,https://www.cosme.net/category,TEXT,Earned,Cosme,,,,2020-12-31 07:43 SGT,
3e45fe275e9977f91731391f291f09420ba6f9ef,"Datapull,Datapull,Datapull,Competitors,SKII & Competitor Themes,JP FTE Landscape",IPSA Time Reset Aqua,"IPSA,IPSA - 1,Ipsa JP,IPSA,Trial & Purchase Intent - TW,IPSA Time Reset Aqua",0,2020-12-30 22:57 SGT,twitter,0,0,0,0,0,33.041,Not Viral,Japan,Japanese,POSITIVE,System Sentiment,836389188668813312,ミュージアムグッズ愛好家◎大澤夏美,unknown,https://pbs.twimg.com/profile_images/1196929711533723648/TlE6-muO_normal.jpg,1194,1600,Post,,,http://twitter.com/momonokeMuseum/statuses/1344296498066935808,,1344296498066935808,,IPSAのザ・タイムR アクアを買おうと思うんだけど、肌に合うかしら…どきどき…。,"I'm thinking of buying IPSA's The Time R Aqua, but I fit my skin ....",,,momonokeMuseum,TEXT,Earned,Momonokemuseum,,43.06451,141.3466,2020-12-31 00:21 SGT,
c749258224877802e6dd2a9160473a4d66ea23d2,"SKII & Competitor Themes,SKII & Competitor Themes,JP FTE Landscape",IPSA Time Reset Aqua,"Trial & purchase intent,Product Efficacy 1,IPSA Time Reset Aqua",0,2020-12-30 21:35 SGT,rating_review,0,0,0,0,8869,0,Not Viral,Japan,Japanese,POSITIVE,System Sentiment,,ぜんや,unknown,,,,Comment,,,https://www.cosme.net/product/product_id/10079040/review/509169294,,d43f85f58761d446f06c47f371cc4cc27c3b7222,,評判が良いので購入しました。しっとりうるおいます。これから使い続けるのが楽しみです。,I bought it because the reputation is good. I'm sorry. I'm looking forward to keeping using from now on.,df137cb9148542b1df9f9ed02156401689bd749d,https://www.cosme.net/product/product_id/10079040/reviews,https://www.cosme.net/item/item_id/1097/reviews,TEXT,Earned,Cosme,,,,2020-12-31 02:53 SGT,
880e23e71649fb270885507799bdcee46f321d8c,"Datapull,Datapull,Datapull,Competitors,SKII & Competitor Themes,JP FTE Landscape",IPSA Time Reset Aqua,"IPSA,IPSA - 1,Ipsa JP,IPSA,Trial & purchase intent,IPSA Time Reset Aqua",0,2020-12-30 21:33 SGT,twitter,0,0,0,0,0,41.641,Not Viral,Japan,Japanese,NEUTRAL,System Sentiment,2367007784,花恋,unknown,https://pbs.twimg.com/profile_images/1343528303609561088/vnaGySmT_normal.jpg,650,122,Comment,,,http://twitter.com/nowmen_karen/statuses/1344275541319270402,,1344275541319270402,,①IPSA ザ・タイムRアクア使用感はただの水。4000円の水。なんだけど、めっちゃいい水。さっぱりしすぎずしっとりしすぎず程よい使用感。複数回に分けて入れ込むと潤いで満たされている感がすごくてびびる。無印の導入液との相性は検証中。先日2本目を購入した化粧水！,"1IPSA The Time R Aqua Sense is just water. Water of 4000 yen. What is a really good water. It's too refreshing, and it's too slow. If you put it in multiple times, you will be able to get into moisture and feel more comfortable. Compatibility with unmarked introduction solution is verified. Like the other day I bought the second book!",1344273862519713793,http://twitter.com/nowmen_karen/statuses/1344273862519713793,nowmen_karen,TEXT,Earned,Nowmen_karen,,,,2020-12-30 23:05 SGT,
f9800dd237da55385293c8b86ddee697813df8a5,"SKII & Competitor Themes,JP FTE Landscape",IPSA Time Reset Aqua,"Product Efficacy 2,IPSA Time Reset Aqua",0,2020-12-30 21:28 SGT,rating_review,0,0,0,0,8869,0,Not Viral,Japan,Japanese,POSITIVE,System Sentiment,,.るんるんひまわり,unknown,,,,Comment,,,https://www.cosme.net/product/product_id/10079040/review/509169272,,71ac5e15f054401f5064f56499e34cafdd2cb5dd,,リピート３本目になります。シャバシャバ系なのに保湿はしっかりしてくれます。アルコールフリーなところもお気に入りです。これからもリピートする予定です。,"It is the third repeat. Although it is a shabasaba system, moisturizing is firm. Alcohol free is also favorite. I will repeat from now on.",df137cb9148542b1df9f9ed02156401689bd749d,https://www.cosme.net/product/product_id/10079040/reviews,https://www.cosme.net/item/item_id/1097/reviews,TEXT,Earned,Cosme,,,,2020-12-31 02:45 SGT,
738e403d78964a5f87d777304e8a23f379272d89,"SKII & Competitor Themes,JP FTE Landscape",IPSA Time Reset Aqua,"Product Efficacy 2,IPSA Time Reset Aqua",0,2020-12-30 20:35 SGT,rating_review,0,0,0,0,8869,0,Not Viral,Japan,Japanese,POSITIVE,System Sentiment,,♪りょりょ♪,unknown,,,,Comment,,,https://www.cosme.net/product/product_id/10079040/review/509169119,,8ccdd359495ea77a76376a550d0a37159b598f0c,,さっぱりした使い心地がリピート心をくすぐります。乳液と美容液もセットで使うと、お肌の調子が整うのがよく感じられます！,"A refreshing usability is brought about repeat heart. If you use emulsions and essence in a set, you can feel better for your skin.",df137cb9148542b1df9f9ed02156401689bd749d,https://www.cosme.net/product/product_id/10079040/reviews,https://www.cosme.net/item/item_id/800/reviews/page/5,TEXT,Earned,Cosme,,,,2020-12-31 02:56 SGT,
2396a2e4ab19de3e820b64f0820e822c483176e5,"SKII & Competitor Themes,JP FTE Landscape",IPSA Time Reset Aqua,"Trial & purchase intent,IPSA Time Reset Aqua",0,2020-12-30 20:34 SGT,rating_review,0,0,0,0,8869,0,Not Viral,Japan,Japanese,POSITIVE,System Sentiment,,にゃまか,unknown,,,,Comment,,,https://www.cosme.net/product/product_id/10079040/review/509169117,,75404a9b4cd989f8a15ded8f9c6086d64b3d9e21,,口コミが良かったので購入しました。まだ開封してないのですが期待を込めて星をつけさせて頂きました。使うのが楽しみです。,"Since the word of mouth was good, I bought it. I have not opened it yet, but I had a star with expectations. I am looking forward to using it.",df137cb9148542b1df9f9ed02156401689bd749d,https://www.cosme.net/product/product_id/10079040/reviews,https://www.cosme.net/item/item_id/800/reviews/page/5,TEXT,Earned,Cosme,,,,2020-12-31 03:03 SGT,
07c6a0622e4300c38b9af45fcbe0c79bc138093a,"Datapull,Generic Skincare,JP FTE Landscape",IPSA Time Reset Aqua,"Generic Skin Care 7,Generic Skincare -JP 1,IPSA Time Reset Aqua",0,2020-12-30 19:01 SGT,rating_review,0,0,0,0,8869,0,Not Viral,Japan,Japanese,POSITIVE,System Sentiment,,saaaaaatuma,unknown,,,,Comment,,,https://www.cosme.net/product/product_id/10079040/review/509168827,,5a805e60bf711d1cd3b3f19302412277f86959b3,,使いはじめて2ヶ月ほど経ったのですが、ニキビができても治りやすい肌になってきている気がします。また、きめも整ってきているためお化粧のりがすごく良くなりました。今後もリピし…,"Using the first two months, I feel that I have a skin that is easy to get ridiculously even if acne is possible. In addition, makeup is very good because it has been ready. I will continue to replace ...",df137cb9148542b1df9f9ed02156401689bd749d,https://www.cosme.net/product/product_id/10079040/reviews,https://www.cosme.net/item/item_id/800/reviews/page/5,TEXT,Earned,Cosme,,,,2020-12-31 02:42 SGT,
981f83ce16f68db2d12e6c797e984a08add534d9,"SKII & Competitor Themes,SKII & Competitor Themes,JP FTE Landscape",IPSA Time Reset Aqua,"Trial & purchase intent,Product Efficacy 1,IPSA Time Reset Aqua",0,2020-12-30 18:25 SGT,rating_review,0,0,0,0,8869,0,Not Viral,Japan,Japanese,POSITIVE,System Sentiment,,very☆,unknown,,,,Comment,,,https://www.cosme.net/product/product_id/10079040/review/509168740,,c445ce5793fa7beb577df9f7e02cf78e9014b9cd,,サンプルを使ってみて良かったので購入しました♪肌のトラブルが少なくなった気がします！保湿力も良いです！,"It was good to try using a sample, so I bought it ♪ I feel that the skin trouble is low! Moisturizing power is good!",df137cb9148542b1df9f9ed02156401689bd749d,https://www.cosme.net/product/product_id/10079040/reviews,https://www.cosme.net/item/item_id/800/reviews/page/5,TEXT,Earned,Cosme,,,,2020-12-31 02:19 SGT,
